o:resource_template,o:resource_class,dcterms:title,edm:hasView,edm:isShownBy,bibo:pageStart,content,dcterms:identifier,dcterms:isPartOf,first_hpos,first_vpos,first_width,first_height,last_hpos,last_vpos,last_width,last_height,cv,IIIF_id,language,status,pid
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0170,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0170.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=169&xywh=-1391%2C0%2C10494%2C4670,170,"goede beloffen, gylieden seydt nu ontrent ie doy jaereu, vois ten achteren
het soude onsledt sijn ul osten aen te don, waerom bij desen
uls andermael come vermanen van ten langhsten in de toecommt
maenst ont twee jaeren te comen voldoen, & bij faute, sijdt 
versesiert dat niet langer sullen waghten de noodige middeleu
in te spannee om betalinge te becomen, waer naer cont
210
regulieven, ende blijven",,75864,,,,,1043,858,947,188,169,https://museumstichting.resourcespace.com/iiif/image/49675,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mn8q3
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0173,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0173.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=172&xywh=-1391%2C0%2C10494%2C4670,173,"sien toecomenden srturdagh oft sondagh, met het gelt van den 18 peaniinck
vant verkoght lant doorsmatia van mighen, als mede dat van den
verkoghten cost van Coppians, om elles conform aen te teestenen ick
hooren niets vant gedaen arrest op de pretentie van Coppians die casie
moet vervolght worden, gelieft buyt mijnen name den ballin te belasten
van de 3 kerese geboden & doen tot het houden van den sitdagh over den 
Cheijnsboeck op 21 deser, derden tersdagh, & alsoo het tijdt is dat de
versooninge geschiedt van den Capriyn van de troencke boonen soo
stellt daer aft cens de conditien op & laet daer over oock eerck geboden
geschieden soo wel tot burckt als swijndrecht, & den dagh te fisteren
op 28 deser als wanneer daer bij sal connen sijn emmers versoecke 
van op toecomenden saturdagh over te comen, om over ullek voorsers
te resolveren & onse saliel taet het oudt jaer te hetfnen
blijv naer groetenissel",,75864,,,,,1060,1604,841,191,172,https://museumstichting.resourcespace.com/iiif/image/49678,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mhhmx
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0174,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0174.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=173&xywh=-1391%2C0%2C10494%2C4670,174,"Cognossement ie vous l'envoyeray avec la facture. J'ay este oblige de 
prendre une piece de toil de 23 aunes, n'ayant point de 66 a les
quelles ont trouve ravement, cependant ie ne doute pas, que vous en 
seray tres contant tant de la qualite, que du prix de 12 pattars
l'aune, comme ie ne trouve point l'cccasion de tirer sur vos graces
la somme requise, ie vous prie de me remettr
il est bien, que vous avez trouve vre comte courant accordant, & que vous
m'avez credite a compte nouveau pour ƒ179:16, ce qui regarde van
wanghen, il montre p ces escrits, qu'il a peu de jugement jaurois
pourtant bien sounaites, que cela n'auroit point sur venue sur
tout a mon egard, j'ay fait tout ce que j'ay pue pour vous de domager 
& ie craiqne, que ie ne seray pas cito quitte des peaux des veaux
n'en ayant pas encor vendue, un sul paeu. 11
mons: sijauserois vous prier, pour m'envoyer un aunse de la 
semence des choux fleurs, vous me feriez un grand plaisir,
mais il faut faire reflexton, qu elle soit plus grosse de graies
que la derniere car il y en a peu, qui sont venue en parfaint son,
ie vois qu'elle estoit trop vielle, cependant ils doivent estre de 
deux annee vien, si vous voulez bien prendre la peine, pour me 
le procurer, ie vous prie de porter l'importance ea mon compte
& me le marquer pour vous en crediter. ie vous souhaite dans cette
année nouvelle, toutes sortes des benedscrdont du siel, sudvire 
des nombres d'autres & suis avec offres de mes servces tres
sincerement",,75864,,,,,1056,2751,398,111,173,https://museumstichting.resourcespace.com/iiif/image/49679,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mcrjr
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0175,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0175.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=174&xywh=-1391%2C0%2C10494%2C4670,175,"qu pied de cette le cours marque, comme on at negotie jendy passé
mons. nous vous sommes bien oblige, de mesme madame vre espouze
pour tous vos bons pouhaits au suject de lanouvelle annee en vous
le reciproquant d'ame & de coeur, & souhentons que le ciez vous veu
benit d'un jeun daiphin, avant la fin de son jours, a vre
entiere satisfaction, estant avec bien de complements a mar
vre chere moitie de mesme de la part de mon esponze & de nre
petitte famile, nos filles demandent bien souvant aprez elle
& souhaiteriont l'avoir le plaisir de vous voire tout deux
icy de mesme qui le dit",,75864,,,,,1056,1106,974,197,174,https://museumstichting.resourcespace.com/iiif/image/49680,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m80gk
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0176,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0176.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=175&xywh=-1391%2C0%2C10494%2C4670,176,"ou pair, vous priant de l'annotter de conformite, & me donner vre orre
positive, touschant vre remises sur pais, a fin que ie les puis negoti
lundy prochain, ou en suivre vre oddre, & en cette attente cy
l'honneur d'estre tres parfaittement",,75864,,,,,1018,490,1353,180,175,https://museumstichting.resourcespace.com/iiif/image/49681,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m4b8n
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0177,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0177.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=176&xywh=-1391%2C0%2C10494%2C4670,177,Parys de Lannoy a l.horel dy jenghien vue de grencl,,75864,,,,,872,217,1668,151,176,https://museumstichting.resourcespace.com/iiif/image/49682,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m0k6g
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0179,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0179.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=178&xywh=-1391%2C0%2C10494%2C4670,179,London William tatnall,,75864,,,,,877,190,890,173,178,https://museumstichting.resourcespace.com/iiif/image/49684,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mvt51
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0180,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0180.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=179&xywh=-1391%2C0%2C10494%2C4670,180,Lille de Lannoy de la vaiere,,75864,,,,,911,175,953,178,179,https://museumstichting.resourcespace.com/iiif/image/49685,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mr22v
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0182,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0182.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=181&xywh=-1391%2C0%2C10494%2C4670,182,"sont en arriere quoy que iela n'ait aucunn
dependu de moy ay de mon priedecessseur ma
uniquement des Tuesoniers et receveus de 
la ville d'anveze, avec les quels l'on n
pie obtenir la Liguidatin de ce quil ond
recu de leur core depuis l'annee 1701, et
quelques uries de suiste qu'il y a eu unpoit
sur t en quoy la Ma1 est de memd
Interessce d'aurant que vou douzieme
denier s'en doit deninier ou augmenter
et que sans ee lire
je ne puis lonner ay delivrer les comp
d'un maniere pertinente
R cette fin sai leurs as Communique la
ditte serne de vos seig luor ines Sud
la quelle l mons assure de snir cend
affaire en peu de temps a quoy de continudied
mes divoirs entre temps j'espere que 8o
40
seig- lus me voudront bien tenir 
diligent pour quelque terme raisonnable 
enant l'honneur detre avec vien du
hespoet
aDeigneurs
e Vos seigneuries n
Le treshumblo, et tres
obeissant senviter",,75864,,,,,4348,3560,943,213,181,https://museumstichting.resourcespace.com/iiif/image/49687,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mm90p
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0183,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0183.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=182&xywh=-1391%2C0%2C10494%2C4670,183,"1d
&fause qu'il est a calloo, comme le seig. agant l'administration pour le 
site de groesbeech, qui en est le seignieur, il ma dit que le greffier a fait
lenrequttrement de la vente de la rente avec precaution, & quil s'en
nfomera du fait de quoy vous donnera son avis, cependant il me dit
ie vous deviez luy envoyer tous vos papiers & pieces origineles, pour
nre comment faire, il est foit habile homme, sincera, & d une grande
fience, & il ny at que luy, qui vous peut estre , dans cette
faive, ansy songez mons: a ly envoyer vos pieces. le fils de mons:
roy, Mon intme amis qui fait ses estuzes a douay, doit retourner 
us la fin de ce mois, ie luy prieray piil escrive a son fils de voous
voir ses services en passant a qui vous pouvriez donner vos pices
tour les transporter, si vous le trouvez a propos estant avec bien
& complimeuts & offres de mes services, a toute la famile 
Ebesseigneurs
by receu en son temps la lettre dont V0s
11ner
net
14: I slust: m'ont honore le 11 de ce mois, par la quelle 
& me trouve interpelle de procuire mes comptes du
brduit des droits sur le passage d'anvers a la tite de
landre & de la ditt haussee menant de la ditte tere
=flandre, vers le billage de burcht, conformement
l'octroy perpetual, qu'il a plu a la Majeste d'en
peorder
mes
lest vray este p dlutt= que les comptes sont en",,75864,,,,,3490,3322,2351,225,182,https://museumstichting.resourcespace.com/iiif/image/49688,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mghxh
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0184,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0184.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=183&xywh=-1391%2C0%2C10494%2C4670,184,"arriere quoy que cela n'ait aucunemnt dependu
de moy ny de mon predecesseur mais uniquement
des tresvoiers et receveurs de la ville d'anvers
avec les quels l'on na pas pu obtenir l'a 
Liquidation, de ce quils ont receu de leur cotte
depuis quel y a eu un pout sur l'escaut en 
quoy la Ma est de mesme interessa, d'autant
que son doukieme denier s'en doit dinnnder ou
augmenter et que sans cette liquidation 
preallable, ie ne puis former ny deliver les
comptes d'une maniere pertinente
a cette fin ie leurs ay communique la ditte
lettre de vos serg sllust ls suivant la quelle 
il m'ont assitre, de fir cette affaire en peu de 
tems a quoy ie continueray mes sevoirs, eutre
ieef
24
temps j'espere, que vos serg: clust= me voudront bien
fenir diligent, pour quelque terme raisonnable ciant
l'honneur d'estre ave bien du respect
essergneurs 
dinet
De Vos secgneuries Ilust
de Tres husnble & res
obsesdant serviteers
d'Anvers le 29 jullet 1732
op schrift
Messcignenvs
Messeigneurs les Presidant Consilliers 
et maistres de la chambre des comptes de sa May
Timperial & atolique 
l
Brusilles",,75864,,,,,5063,3985,748,254,183,https://museumstichting.resourcespace.com/iiif/image/49689,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mbrvb
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0186,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0186.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=185&xywh=-1391%2C0%2C10494%2C4670,186,Gent Coppens,,75864,,,,,934,205,446,155,185,https://museumstichting.resourcespace.com/iiif/image/49691,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m73nd
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0187,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0187.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=186&xywh=-1391%2C0%2C10494%2C4670,187,"hier mede te neteren als dat hij overleden is op 21 sber 1728 ende dat sijn
sterfhuys int gemyn gebleven is, tot 31 aug: 17133.
verhopende dat den voos heeve kasquin hier mede syn volle satisfactie
sal hebben, ul: versoeckende, van soo uyt mijnen name, als van wegens
den heere van Coleu aen den selven heeve, ons oort moedigh respect te
betoonen, & hem serativelijck te bedancken, voor sijne goede genegartijdt
tot het willen expedieren van onte gepresenteerde ress:
wij sullen u rembourteren 'tgene ue: voor ons sal comen te verschieten
soo over briefpoorten als andersiuts, & trachten te recompentevens
us: devoiren, & sijn ue mede. te ven anderende de de pesche saa de selve
rekeniege, & blijve oprechtelijck
T Dintw: Dinaer",,75864,,,,,2339,1231,867,175,186,https://museumstichting.resourcespace.com/iiif/image/49692,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m3bk7
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0188,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0188.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=187&xywh=-1391%2C0%2C10494%2C4670,188,"ballots chacque de 100 gps qui ont este pacte le 28 du courant, & ue
crois de les envoyer aujourdhuy pour bruges, si le charret parte
vre remise de  £100:- a 35 ƒ a 2 susances a la charge de maiss
sames dormer est accepte & ie ne doute pas, quelle serat payez a son
tems, estant un homme de probite, & de bonne reputation je vous
envoyeray p ma premiere la facture & connoissement de ces deux
ballots D.N:77 & N. 78, & ie ne doute pas que vous en seray tres content
puis quelles sont tous de men melieur buvrier & sily en at encor
d'autres a vre service, comandez celuy qui at l'honneur d'estre",,75864,,,,,1063,1024,2191,217,187,https://museumstichting.resourcespace.com/iiif/image/49693,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mzkhs
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0189,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0189.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=188&xywh=-1391%2C0%2C10494%2C4670,189,"n alles conform met ue: te noteren, twelck if waghtendl 
blijve naer seer minsame groetenisse
Copy
the 16 day of october 1737
Dit melijn
12
pay to mr. John Edwards  £6:16:8
per cont. princupal Moncy, on the sum of
£1000:-— being all the stock standing in
2
my name
in the booses of the sont stock of southe sea
Annuities on the 29h day of september last
Mich 100  acknowledge to be in discharge
and Annihilation of So much of my  said
south. sea Annuity Stock from that day. and 
this shall be your sufficient warrant 
wat onderteekent 
daniel gerardo melijn de swijndrecht
Jo Mr. Charles Kinfold 
at the south sea thouse",,75864,,,,,1039,2019,948,156,188,https://museumstichting.resourcespace.com/iiif/image/49694,en,unreviewed,http://data.momu.be/ark:34546/m63xtm_mttfm
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0190,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0190.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=189&xywh=-1391%2C0%2C10494%2C4670,190,"wel hebt willen bchulp saem wesen
voorders soude van ue noch wel een vrindtschap versoecken, tis te
noteren, dat dheer suyers caonirek van fto Jacobs kercke, alhier
met sijn broeder genvont heeft in de minte van sijne Map. in
welcke wooninge eenen hof was waer inne sij geplant hadden
over ettige jaeren eenigh spaens houdt twelck vervolgens hem
toebehoordt als hij verhuyst heeft is het spaen houdt blijven
staen, niet wetense waer mede blijven, Nu bij mij, op mijn
speel hot buyten sijnde, siende, dat ick eenigh spaens houdt van
hooghde, gelijck het selve is, noodigh hadde heeft mij het selve
gepresenteert & opgedragen, waer op bij den heere vander ka
waeresjn geweest ben, om hem te vragen, bant selve wegh te
haelen die mij seyde, dat sulx met plaisir soude toe staenn maer
dat de sueren van sijne mai reken camer hebben doen maken
eenen inventaris vant gene in de miente was, & dat het selve
spaens houdt oock soude opgenomen sijn, & dat hij vervolgens
het selve niet magh laten volgen, soude ue seer terplickt sijn
pagevalle uke permissie sonde beomen, om het selve aen den
eijgenaer oft an mij te laten volgen, tisechter van geenie
weirde woort niet onderhouden, soo dat het op weijngen nivers
meer dienstigh soude connen wesen, & het can mij maer dienen
om een stadc haegh te vullen, dat uyt gestorven is. den heere
rasquin soude son wijlen daer onttent comen schulp saem,
wesen excuseert dese libertijdt, & versoecke can lettersien tot 
antwoordt van my vervolgens te reguleren blijve oprechtelijck",,75864,,,,,1024,2754,2216,276,189,https://museumstichting.resourcespace.com/iiif/image/49695,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mq2cf
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0191,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0191.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=190&xywh=-1391%2C0%2C10494%2C4670,191,"& roes goit geve, dat daer een goede vranderinge quain,
want soeete, dat selver oock sal sieck worden boof sat wijnigh
slapen & groot ongeruttijdt al hoe wel den doeter seght
geen swordgheydt en s sy is ",,75864,,,,,1009,467,1263,174,190,https://museumstichting.resourcespace.com/iiif/image/49696,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mk998
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0192,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0192.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=191&xywh=-1391%2C0%2C10494%2C4670,192,"dat melsele bock belast is met £3600:- & verneme, dat
den stadt honder aen dhe schilder geschreven. heeft om die somme
gaen hem te lichten, ick soude geirne in die lichtinge paert
hebben, voor £1000:- daerom vigileert & gelieft sorge te dragen
dat die somme voor mij open blijft ick sack borgn. Ischepenan
gden stadt houde in cas van noode, daer voor eent spressen,
tis mij leedt dat ue fleuresijn soo langh duert trant
moete ue noortsaeckelijck spreken waer yede blijve
weet mij oock eens te seggen niet hoe vel
capituel de prochie van melsele anterieurelijck
belast is, & hoe groodt de prochie is",,75864,,,,,1038,1249,1463,215,191,https://museumstichting.resourcespace.com/iiif/image/49697,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mfj73
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0195,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0195.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=194&xywh=-1391%2C0%2C10494%2C4670,195,"encor vre ordre pour les 100 ps. en disant, si vous n'en este
contant que ie le quitteray pour toujours, & quand ie les
anvay receu, ie vous les envoyeray au plustoit possible.
J'ay envoyez vre remise pour 55:- a 35:1 et sur n
laestens a bouges, payable dans anvers pour acceptation,
&quand jauray beceu la valeur, vous en seray credite a vre
compte estant tres sincerement",,75864,,,,,1045,903,1161,191,194,https://museumstichting.resourcespace.com/iiif/image/49700,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m9w15
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0196,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0196.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=195&xywh=-1391%2C0%2C10494%2C4670,196,"over de beschadigh de ½ 3 segels, hebbe mijn vrindt geschreven 
hoe veel hij daer van pretendieert, & sal sijne pretentie ue vver
senden
voorders soo somt meu my voorleden sal ue dagh presenteren eene
wissel brief door ue moeder de wed: Egidius sanen getrock en
warende den lesten derval dagh, waer over seer verwandert
wat siende dat de laette goederen op 30 junij 1738 Jaq ul
ontfanghen hebbe, & ul ock: alleen daer vooren gecredit ƒ 871:4
wel wat somt dat te pas, dat ul moede die mirde of mij
treckt, die noyt commissie van leveringe gegeven hebbe
waer om den selven wissel brief hebbe laeten protisteren
dogh versoght hier te houden tot dat ul daer over geschran
hebbe, soo some & desen ue vragen, oft die truitte door ue
moeder gedaen, voor ue rek. is, &ue vosdoeninge van de 
laette pleitije op 29 ju uij lest door ue my gesonden waer op
mij cito moet ant woorden oft dien wisselbrief voor ice
iek: soude betalen met d'oncosten van het pretest waer
made blijve",,75864,,,,,1028,2031,612,169,195,https://museumstichting.resourcespace.com/iiif/image/49701,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m63z0
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0197,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0197.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=196&xywh=-1391%2C0%2C10494%2C4670,197,"„ 50¾ groot loet 30 sualle 10 breede
20 d
„ 20 1:4
„ 20¼ 3 segels 10 d 
20
„20:9d
80 Jmalle 20 breede
100
ue moedt dese niet senden, want moet eerst ue antwoordt hebben
& mijn voindt eerst sijn positive ordre vraghen",,75864,,,,,1040,791,1430,175,196,https://museumstichting.resourcespace.com/iiif/image/49702,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m2bvt
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0199,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0199.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=198&xywh=-1391%2C0%2C10494%2C4670,199,"& heritur
op 8 gber 1738 is gestorven de huysvrouwe van scheren N. tollena
ende begraven in de capelle van het vlaems hooft, ofte veere imoed:
van swijndrecht
hebben aldaer bewoondt een van de principaelste huijsen 20 Jac
ofte meer
tor welcken tijde hij aldaer geweest is, & present noch is commi
ofte ontfangher van de advieodinteurs Van de provincuale rechten
vlaendetens
is altijdt cxempt geweest van de dorniciliaire lasten heeft ue
eenighe landen in packte. gehadt soo dat hij wijnt eenige de min
menheeft hem akuelijcks gesproien nopende den resten pand
laten
betaelt van sijne overledine huy svrouwe
heeff
heeft voor antwoordt gegeven, dat hij subaltairen was van
Meij sjaer door Willende te kennen geven, dat hij vrij soude
van den besten pandt, ofte catteyl
seggende niet te min en cas den pandt den heere pretendeert 
comen, hy can hem doen afhaelen vermits my verleene recip
ende oock sonder prejuditie van mijn recht
ofte den heere gerechtight is tot het beste cattejl van syn
overledene kluys vrouwe
gerechtight sijnde, oft hij voor de wet van swijndrecht betoeckelij, 
by faute van refues, oft waer
A",,75864,,,,,2998,3956,52,82,198,https://museumstichting.resourcespace.com/iiif/image/49704,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mxktc
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0200,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0200.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=199&xywh=-1391%2C0%2C10494%2C4670,200,"heeft seven banden, die uytsteken, dan onder en boven noch eenen platten
bant het plat van den boeck is niet gespichelt maer gelijck gemarbelt,
gelijck ue uyt de teekening en memone hier binden sal, op de drij
canten vant pappier van den boeck is geheel roodt &iet gespickelt,
ue sal alles geniteert vinden op de memorien, dogh soo ue daer naer
niet ten rechte oude geraken, ick sal liver waghten tot dat ick
over comit, & aller selver examineerde, den gront vant ler et wat
vruynachtigh  wille gelooven dat ue nu sich wel sal indachtigh
comen hoe mijnen landerus gebonden is, alles tot ue naeright volgens
het seggen van dh verdussen, soo soude ue de naeste weelke overcomn
als wanneer iue den theatre laere sude connen mede brengen
welck alwaghtende blijve",,75864,,,,,1894,1352,920,184,199,https://museumstichting.resourcespace.com/iiif/image/49705,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mstr6
